NEAREST_AGENCY_DISTANCE,NEAREST_AGENCY_DUREE,NEAREST_AGENCY_LABEL,ZIP_CODE
59488,61,Reims,51130
70153,64.05,Tours,49150
9375,28,Paris,94140
115994,73,Les Ulis,45640
80419,51,Lille,59430
27000,24,Nemours,77620
179494,107,Toulouse,64530
171021,117,Clermont-Ferrand,58340
95034,60,Les Ulis,45520
14102,13,Lyon,1700
123410,71,Lille,80330
111339,80,Toulouse,31160
80210,54,Paris,60680
82999,58,Donzère (reprise uniquement),7440
66941,47,Bordeaux,33660
88608,75,Annecy,73210
106387,79,Metz,54830
91839,68.616666667,Rouen,27270
175278,118,Metz,88360
96395,57,Metz,55120
66169,47,Metz,54410
66568,42.05,Nantes,49570
20213,38,Les Ulis,91470
190796,123,Toulouse,46110
62706,43,Toulouse,81310
91957,66,Reims,2460
71816,62,Montpellier,30380
14092,32,Melun,91830
80232,51,Dijon,71100
133475,98,Dijon,25920
124671,73,Lille,80450
98214,86.45,Lorient,22970
122171,86,Melun,89240
88220,86,Clermont-Ferrand,23110
3753,19,Lille,59155
117606,78,Nantes,85440
51086,41.166666667,Rennes,35120
117766,86,Reims,2620
48134,63,Sainte-Geneviève-des-Bois,91740
11729,11,Aix-en-Provence,13080
52047,46,Grenoble,73110
45459,33,Rouen,76560
51924,41.6,Rennes,35620
218793,136,Bordeaux,64390
138609,113,Toulouse,32250
189017,120,Bordeaux,40250
65771,64,Avignon,13123
123818,75,Les Ulis,45450
47667,42.266666667,Saint-Germain-en-Laye,28560
159052,105,Toulouse,46300
116205,105,Grenoble,5170
97853,71,Melun,45220
77060,49,Strasbourg,68125
42404,35,Caen,14710
150194,142,Clermont-Ferrand,15140
96778,73.133333333,Tours,49350
124550,120,Donzère (reprise uniquement),48250
186482,129,Montpellier,12500
65000,62,Poitiers,86460
15678,33,Lyon,69580
27497,74.533333333,Lorient,56590
138157,89,Bordeaux,47260
9157,9,Clermont-Ferrand,63170
30668,47,Toulouse,31840
17760,35,Lille,59491
157707,109,Dijon,58460
77696,56.35,Tours,41290
49196,35,Bordeaux,33910
52550,34,Dijon,21630
3363,8,Grenoble,38700
85381,63,Rouen,76910
201183,124,Clermont-Ferrand,19400
10382,9,Grenoble,38400
53043,31,Caen,50160
143758,102,Strasbourg,68830
195736,117,Montpellier,66650
167065,99,Montpellier,66370
120732,109,Clermont-Ferrand,15200
31000,32,Nemours,45490
48082,37,Avignon,30320
9864,28,Saint-Germain-en-Laye,78130
60398,39.783333333,Rennes,35111
12241,16,Toulouse,31280
83135,50,Lille,80980
57344,55,Bordeaux,33180
39716,34,Strasbourg,67440
132582,94,Dijon,25560
66361,50,Lyon,42650
23233,20,Rouen,76320
66906,44,Lyon,69820
5376,8,Mougins,6250
43932,33,Lille,59870
97309,66,Reims,51340
11275,12,Metz,57160
132195,106,Toulouse,32800
29225,30,Nice,6440
44519,38,Lille,59199
33048,23,Montpellier,34770
134295,99,Bordeaux,47420
3699,3,Annecy,74370
77649,56,Aix-en-Provence,4110
133832,98,Toulouse,12170
24515,20,Aix-en-Provence,13710
15584,19,Metz,57780
13861,16,Lille,59246
28275,45,Paris,77200
109809,74,Toulouse,9400
86946,67,Montpellier,34260
30884,47,Paris,95700
184856,118,Toulouse,65270
24726,24,Metz,57144
19880,37,Toulouse,31700
27452,44,Paris,95440
51311,33,Mougins,83920
64483,44.183333333,Lorient,56390
14078,32,Toulouse,31130
21052,38,Paris,95880
49252,42,Dijon,21250
25106,26,Aix-en-Provence,13410
74302,55.95,Rennes,56490
20231,38,Paris,94350
14989,16,Aix-en-Provence,13111
110988,82,Dijon,89310
106358,73,Dijon,25660
97969,83,Lille,80370
29535,28,Rouen,76780
32312,49,Sainte-Geneviève-des-Bois,91880
61461,55,Toulouse,32220
54161,52,Metz,57660
47259,50,Mougins,83530
123819,73,Bordeaux,17350
40361,30,Dijon,21760
122144,80,Dijon,71500
74090,51,Lille,62330
52770,47,Toulouse,32130
168042,115,Clermont-Ferrand,58160
108606,96,Tours,36110
5508,24,Paris,92140
16436,14,Dijon,21600
32170,32,Bordeaux,33670
25129,42,Cergy-Pontoise,95570
10086,12,Rouen,76650
112732,69,Grenoble,73870
55384,51,Grenoble,38114
260054,148,Clermont-Ferrand,87480
14125,32,Saint-Germain-en-Laye,78700
153109,101,Nantes,17170
63271,46.45,Brest,29410
77945,54,Nantes,85640
79282,68.533333333,Caen,61450
190931,121,Toulouse,24590
64933,39,Grenoble,26730
8706,11,Clermont-Ferrand,63830
174154,99,Dijon,25490
100779,59,Clermont-Ferrand,42590
60702,48,Clermont-Ferrand,63560
157707,102,Strasbourg,68220
67418,52,Lyon,69930
53401,53,Toulouse,81220
29105,26,Aix-en-Provence,13840
95639,72,Strasbourg,88520
71393,48,Metz,54230
8023,26,Paris,75005
57981,72,Cergy-Pontoise,60870
49280,39.883333333,Nantes,44680
48668,32,Lille,62217
154492,135,Grenoble,5600
153553,93,Bordeaux,17920
137712,86,Toulouse,65250
29464,25,Toulouse,31490
21413,16,Caen,14150
90774,55.666666667,Nantes,49124
67979,44,Lyon,38550
112407,84,Strasbourg,88470
128094,77,Strasbourg,68950
81285,53.4,Brest,29650
69150,60.416666667,Lorient,29530
73104,43,Dijon,52250
48469,34,Metz,54670
219641,150,Toulouse,15290
196792,134,Tours,87330
27000,37,Nemours,45340
119906,83,Clermont-Ferrand,3320
48774,48,Metz,57590
5392,24,Saint-Germain-en-Laye,78540
7687,10,Lille,59133
113156,72.283333333,Rennes,53600
74149,57,Dijon,39120
4255,21,Paris,92340
163004,109,Toulouse,65510
116561,77,Caen,50130
173313,112,Metz,70220
70033,50,Rouen,76860
84388,55.333333333,Caen,61150
21397,39,Lyon,69160
206511,123,Clermont-Ferrand,23290
12683,31,Paris,93100
198227,137,Clermont-Ferrand,19220
90452,57,Melun,89190
86371,86,Strasbourg,88420
99067,62,Lyon,71250
90918,70,Lyon,42660
102131,67,Dijon,39800
136700,113,Clermont-Ferrand,43580
42421,34.65,Rennes,35240
59304,52.916666667,Caen,61430
75993,48,Lille,59180
22284,39,Paris,95360
68685,58,Rouen,76980
48388,41.916666667,Lorient,56770
160874,108,Toulouse,65240
174143,102,Bordeaux,40270
70974,65,Bordeaux,33590
151716,101,Strasbourg,68210
189511,110,Bordeaux,64340
93424,61,Annecy,74170
189333,110,Toulouse,64160
40651,27,Clermont-Ferrand,63920
18949,18.766666667,Rennes,35530
86091,70,Dijon,52500
117718,79,Tours,18100
41729,30,Lille,59270
51045,33,Lille,62290
93007,85,Clermont-Ferrand,23200
47000,49,Poitiers,86400
116633,114,Grenoble,5330
13219,12,Grenoble,38113
119545,74,Dijon,25820
43994,28,Avignon,13113
128079,84,Melun,89570
26562,23,Toulon,83140
44569,33.15,Rouen,27600
36392,33,Toulouse,31870
99149,79.6,Nantes,44490
70436,52.766666667,Rennes,35600
122057,78,Lille,62185
68850,53,Lyon,69170
140429,115,Clermont-Ferrand,71160
135698,129,Nice,4850
130958,90.033333333,Tours,61130
98719,72,Cergy-Pontoise,80250
53028,40,Toulouse,11410
123883,76,Toulouse,31510
82515,63.333333333,Rennes,22750
220911,134,Bordeaux,64240
50543,34,Montpellier,30000
51360,44.65,Brest,29560
103790,69,Tours,45240
49572,42.166666667,Cergy-Pontoise,27860
14869,14,Grenoble,38610
137116,89,Bordeaux,47360
55666,43,Lille,59990
132315,88.8,Tours,72600
181357,119,Aix-en-Provence,4460
207581,122,Bordeaux,64210
42764,27,Reims,51000
8878,27,Bordeaux,33000
94041,56.866666667,Les Ulis,28120
23418,24.3,Nantes,44119
27720,44,Melun,77220
49127,36,Metz,54390
77756,66,Montpellier,34520
108277,83,Metz,54115
173118,102,Nantes,79310
45502,35.083333333,Brest,29420
101237,94,Dijon,70170
174016,116,Tours,87320
199921,132,Toulouse,19120
76294,55,Metz,57520
15170,33,Les Ulis,91640
12606,14,Tours,37300
70102,46,Lille,62121
71772,47,Lille,59492
68647,51.55,Nantes,49420
178154,121,Dijon,25120
102631,79,Nantes,79380
21366,21,Lille,62410
18647,16,Caen,14320
115578,91,Toulouse,32310
12557,30,Toulouse,31100
190276,130,Tours,87190
86992,66,Lyon,43240
126743,100,Toulouse,47370
68297,51.633333333,Rennes,53500
70162,51,Rouen,76119
70059,48,Lyon,69430
11883,30,Paris,93170
58873,55.866666667,Lorient,22570
99904,63,Rennes,50380
15209,33,Melun,91250
97094,62,Caen,50670
80215,56.266666667,Rennes,22650
89572,64,Metz,54113
54582,36,Metz,57730
82843,63,Nantes,85160
189766,128,Dijon,70440
14587,11,Metz,57525
25982,21,Aix-en-Provence,13001
40959,28,Avignon,84290
38634,31,Avignon,84660
115906,86,Lille,62870
62682,38,Annecy,74950
114148,63,Lille,80320
78355,50,Strasbourg,68000
78776,56,Rouen,78790
105545,74,Bordeaux,16290
67460,47,Dijon,39380
18416,17,Clermont-Ferrand,63122
83854,66,Toulouse,32450
18295,36,Sainte-Geneviève-des-Bois,91770
102594,67,Caen,50210
116654,93,Annecy,39220
64990,51,Lyon,69250
97240,67,Montpellier,30520
23000,19,Nemours,45680
124149,114,Nice,4260
148486,97,Bordeaux,16460
27119,20,Strasbourg,67880
95097,73,Lille,62270
166738,119,Clermont-Ferrand,12210
55632,53,Cergy-Pontoise,60134
104105,72.15,Rennes,53100
62242,44,Annecy,74550
11129,13,Montpellier,34090
104360,72,Reims,52100
29193,27,Annecy,74450
112192,81,Toulouse,46800
139437,89,Clermont-Ferrand,58390
71772,56,Clermont-Ferrand,63580
7000,11,Nemours,77167
51328,66,Saint-Germain-en-Laye,78950
19860,19,Reims,51220
21267,19,Strasbourg,67990
149125,94,Tours,18500
115775,110,Nice,4640
122246,96,Strasbourg,88400
7581,10,Lille,59147
44359,29.466666667,Lorient,29140
41541,34,Montpellier,30600
132904,88,Dijon,89660
16726,22,Metz,57185
91745,66,Strasbourg,68910
77312,72,Metz,55300
101740,69,Lyon,39160
19500,23,Lille,59274
175663,108,Dijon,88260
133709,75,Melun,10430
78500,52,Lille,59229
65924,61,Clermont-Ferrand,23420
126631,86,Nantes,85520
115064,74,Strasbourg,68310
85701,63,Lyon,42340
69129,48,Lille,59267
15680,33,Melun,77920
180133,125,Toulouse,24370
49646,41,Bordeaux,33138
60545,56,Montpellier,30440
86832,57,Lille,80112
99295,62,Lille,62219
105702,66,Montpellier,11590
51723,59,Donzère (reprise uniquement),7200
66303,43.316666667,Rennes,22640
8688,27,Sainte-Geneviève-des-Bois,91460
93758,59,Annecy,74310
207627,155,Toulouse,15340
76342,52.033333333,Tours,41140
130927,85,Aix-en-Provence,4250
21753,16,Grenoble,38430
54459,43.733333333,Cergy-Pontoise,27510
70626,67,Nice,6910
81131,58.45,Rennes,53000
68354,43,Strasbourg,68750
121365,81,Rouen,80890
74186,58,Clermont-Ferrand,3250
38641,32.783333333,Rouen,27310
45024,30.116666667,Rennes,22350
32882,28,Lyon,1330
128427,86,Dijon,25111
15332,33,Paris,94000
90017,57,Paris,60200
17529,35,Lille,59136
125662,78,Dijon,39190
193397,126,Bordeaux,40700
11622,11,Tours,37550
123327,81,Dijon,70230
15932,19,Clermont-Ferrand,63530
47329,40,Caen,14330
100981,73,Metz,54360
136743,111,Dijon,58360
18329,24,Toulouse,31450
208536,130,Clermont-Ferrand,23450
8259,27,Paris,94260
175663,126,Nantes,17111
113976,71,Lille,2590
165350,96,Dijon,25630
62201,43,Metz,54425
132085,105,Toulouse,81330
105346,80,Donzère (reprise uniquement),26150
17545,21,Nice,6410
26833,24,Tours,37270
184588,121,Toulouse,46130
136732,96,Dijon,71190
12682,15,Toulouse,31570
204808,140,Tours,87140
116393,74.733333333,Rennes,53270
100700,71,Cergy-Pontoise,60120
51174,38,Lyon,69420
109889,73,Dijon,52120
62301,38,Rouen,78270
86275,64,Lyon,69790
134179,83,Aix-en-Provence,5110
75872,49,Strasbourg,57870
116753,88,Clermont-Ferrand,43320
172354,109,Melun,18250
100532,64,Aix-en-Provence,4200
176697,121,Montpellier,12340
18805,21.566666667,Nantes,49270
90815,59,Grenoble,73220
207779,117,Toulouse,64230
107315,68.7,Tours,41200
32544,25,Lille,59119
130371,79,Bordeaux,24660
25916,21,Metz,57940
198944,114,Toulouse,64000
48956,50,Toulon,13780
48157,45,Toulouse,31480
102576,76,Tours,36210
58689,44.75,Nantes,44480
71011,48,Donzère (reprise uniquement),26600
51515,47,Grenoble,38740
53014,37,Metz,57385
101685,58,Les Ulis,45000
135807,120,Grenoble,5120
45229,29,Clermont-Ferrand,3450
16241,34,Paris,93450
13610,31,Cergy-Pontoise,78250
64917,40,Metz,57350
139956,103,Metz,88270
93712,70,Lyon,42450
59148,53,Clermont-Ferrand,63890
50867,35,Grenoble,38870
132661,82,Clermont-Ferrand,3460
30000,15,Poitiers,86130
93678,67.6,Nantes,44510
175058,102,Bordeaux,24570
12775,31,Paris,94340
21768,39,Sainte-Geneviève-des-Bois,91860
98127,71,Toulouse,32360
11677,12.3,Lorient,56620
114423,71,Toulouse,65660
63419,45,Lille,62460
137914,97,Les Ulis,45510
19502,37,Sainte-Geneviève-des-Bois,91760
122622,81,Metz,88150
50463,36,Avignon,13116
156657,89,Montpellier,66530
36182,26,Mougins,83600
35496,33,Lille,62660
178179,127,Strasbourg,68480
159565,92,Rouen,62630
48560,37,Lille,59268
131924,95,Metz,55290
162559,96,Montpellier,66330
22235,39,Saint-Germain-en-Laye,78340
151789,116,Tours,36200
8023,26,Paris,75008
8209,9,Grenoble,38130
94426,66,Bordeaux,24400
14635,32,Sainte-Geneviève-des-Bois,91520
70639,51,Reims,2360
86317,57.633333333,Nantes,56190
61154,46,Clermont-Ferrand,3330
166416,110,Melun,58410
138347,94,Bordeaux,24310
12741,31,Melun,77930
29317,22,Lille,59500
35620,32,Lille,59226
172403,105,Bordeaux,40500
147456,100,Toulouse,47300
22961,29,Rouen,27910
19885,25,Lille,59249
81535,69,Annecy,73600
86679,56.183333333,Rouen,27230
93515,56.783333333,Nantes,49112
12743,11.966666667,Nantes,44115
33209,25.7,Nantes,44810
18782,36,Lille,59420
62358,41,Lille,62920
15619,18.033333333,Lorient,56680
88693,53,Lyon,1570
23501,27,Aix-en-Provence,13950
55668,38,Strasbourg,67160
140625,85.25,Tours,41300
129246,87.533333333,Tours,72430
77693,62,Clermont-Ferrand,3310
13904,13,Caen,14123
121692,84,Reims,2170
119012,106.45,Lorient,22260
57970,37,Clermont-Ferrand,43250
63210,54.25,Brest,29680
10635,29,Paris,94300
12892,31,Paris,92110
105954,80,Grenoble,5400
92973,57.366666667,Nantes,49125
62598,38,Strasbourg,57445
6024,6,Metz,57070
66613,46,Strasbourg,67320
93020,64,Paris,60350
32521,23,Metz,57220
82146,53,Strasbourg,68040
81652,53,Dijon,25410
24755,28.416666667,Brest,29830
148293,92,Bordeaux,40550
40720,31,Montpellier,30620
154915,93,Strasbourg,90110
77422,55,Metz,54990
252344,166,Bordeaux,64220
129985,94,Dijon,89740
92792,80,Strasbourg,88110
56210,45,Lille,62128
52229,46,Toulouse,9210
59111,39,Annecy,73470
88209,71,Reims,2500
39000,44,Poitiers,79120
12557,30,Toulouse,31400
40693,26,Metz,57655
28285,20,Metz,57100
102895,102,Montpellier,30940
34058,31,Grenoble,38770
35999,35,Reims,51150
112024,77,Dijon,89390
88308,62,Toulouse,31420
19919,22.683333333,Rennes,35440
63034,42,Lille,59224
105344,74,Rouen,80940
154287,94,Clermont-Ferrand,48270
100826,76.183333333,Brest,29780
139852,85,Nantes,85770
90592,57,Annecy,74190
152947,112,Toulouse,46250
58316,41.533333333,Lorient,56660
62696,36,Caen,50890
54000,31,Poitiers,86540
154663,99,Bordeaux,17700
61413,37,Donzère (reprise uniquement),26000
79010,48,Donzère (reprise uniquement),26260
47356,42.133333333,Cergy-Pontoise,27660
106533,75.7,Rouen,27130
45085,33,Annecy,74100
85955,58,Clermont-Ferrand,3150
164122,105,Montpellier,12560
9691,28,Cergy-Pontoise,95300
100177,65,Clermont-Ferrand,63750
223902,147,Bordeaux,87620
84809,55,Montpellier,34440
21231,38,Paris,95870
141125,94,Nantes,17138
98044,82.516666667,Brest,22700
64202,55,Rouen,76390
50049,37.333333333,Nantes,49450
43419,34,Lille,62153
130332,97,Clermont-Ferrand,43750
83341,67.316666667,Lorient,22160
64510,46,Metz,55160
13744,15,Lille,59242
177987,109,Tours,18400
87110,58,Clermont-Ferrand,42370
80419,51,Lille,59640
61852,43,Rouen,76550
10703,15,Lille,59261
93908,64.483333333,Rennes,53260
104359,63,Dijon,25640
64090,45,Rouen,76370
75145,49,Montpellier,34760
111446,85,Nantes,79290
73027,52,Reims,2400
26070,23,Grenoble,38134
60264,67,Donzère (reprise uniquement),26460
102061,67,Reims,8500
65028,47.566666667,Nantes,44590
12158,13.75,Lorient,56830
99655,60,Clermont-Ferrand,42122
46249,37,Rouen,76440
51403,33,Lille,59124
183447,127,Toulouse,24200
174343,107,Clermont-Ferrand,19320
25779,43,Paris,95200
28716,45,Paris,77186
48484,40,Lyon,38780
33668,23,Toulon,83590
12064,10,Strasbourg,67202
45511,31.35,Lorient,56880
13095,31,Toulouse,31000
120988,85,Melun,89220
26760,22,Strasbourg,67520
171954,100,Montpellier,66170
83745,69,Lille,80600
109030,77,Aix-en-Provence,4510
45403,34,Montpellier,30540
221134,147,Toulouse,64260
36951,27,Annecy,74160
197887,116,Bordeaux,64990
62461,50,Annecy,73310
146175,93,Toulouse,46310
62946,51,Avignon,84490
138168,91,Bordeaux,40110
31663,22,Lille,62300
112445,76,Reims,77169
110998,70,Reims,77910
93006,83.216666667,Caen,27390
21257,22,Montpellier,34690
83774,52,Strasbourg,57790
99838,70,Aix-en-Provence,4270
148922,106,Bordeaux,24360
98092,74,Cergy-Pontoise,80160
74362,50,Bordeaux,33260
117755,84,Toulouse,81250
41932,29,Lille,59490
105333,65.516666667,Nantes,49610
96295,59,Aix-en-Provence,4600
58131,45.283333333,Nantes,49440
99531,66,Reims,77145
11940,12.533333333,Nantes,44230
70117,64,Bordeaux,33930
86070,64,Clermont-Ferrand,3120
167566,103,Bordeaux,79170
89787,61.516666667,Nantes,44350
174474,167,Grenoble,5460
195262,134,Tours,87300
96436,74,Lille,59149
192025,119,Bordeaux,32290
84036,53,Lyon,71960
3132,4,Metz,57000
81110,70,Grenoble,5320
71085,67,Avignon,26570
14182,13,Avignon,84350
153448,126,Tours,36340
193266,125,Clermont-Ferrand,87130
26570,43,Lyon,69260
15000,19,Poitiers,86170
86579,72,Bordeaux,24130
124473,85,Dijon,25680
66020,44,Tours,37420
47094,62,Cergy-Pontoise,60340
40880,24,Annecy,73100
86310,55,Clermont-Ferrand,3240
136264,88,Bordeaux,16560
57832,54.55,Lorient,56170
142732,94,Bordeaux,47110
3564,5,Lille,59175
5754,24,Saint-Germain-en-Laye,78240
109350,74,Strasbourg,68570
40988,27,Metz,57650
28773,18,Donzère (reprise uniquement),84500
74786,56,Lille,62127
66429,48.966666667,Nantes,49110
36000,29,Poitiers,86140
108430,73,Caen,50230
48861,31,Mougins,83490
21213,20,Bordeaux,33127
47050,34,Lyon,69400
31523,22,Metz,57440
66140,43.183333333,Lorient,56250
5761,8,Montpellier,34470
66335,45.766666667,Nantes,44570
31040,28,Metz,57240
90623,59.766666667,Nantes,49330
105437,74,Clermont-Ferrand,42820
84434,58,Dijon,25610
67603,50,Grenoble,38270
43000,51,Nemours,77154
49693,39,Metz,57480
115026,98,Tours,36250
151143,100,Strasbourg,68960
22232,21,Lyon,38230
88743,59,Clermont-Ferrand,3600
103406,65,Lyon,1590
126643,79,Bordeaux,47160
19518,14,Strasbourg,67760
138943,84,Melun,58440
192377,114,Montpellier,66740
46160,38,Montpellier,30870
126602,80,Melun,45630
186932,107,Clermont-Ferrand,19450
57000,58,Nemours,77157
90963,56,Lille,2420
19521,20,Rennes,35590
73589,52,Lille,59292
116221,72,Lille,62100
196482,117,Montpellier,66110
19363,17,Bordeaux,33450
97327,74,Clermont-Ferrand,43380
17922,23,Mougins,6740
91638,63.833333333,Lorient,29120
87763,63,Montpellier,30340
92171,57,Rennes,50530
158852,108,Toulouse,46340
164876,128,Bordeaux,24220
160789,92,Montpellier,66540
56064,35,Toulouse,9270
253393,146,Clermont-Ferrand,87590
10008,10,Aix-en-Provence,13090
61912,51,Lille,59213
151230,92,Reims,10500
94992,59,Reims,2240
78444,54,Lille,59254
42913,28,Grenoble,38650
50199,65,Les Ulis,91780
184379,112,Clermont-Ferrand,23000
26154,43,Melun,77830
71628,72,Annecy,73270
107527,66.6,Rennes,22590
85923,64,Lyon,7100
124121,74,Les Ulis,45550
12317,16,Caen,14440
128912,102,Dijon,58170
93396,62,Melun,89710
22730,40,Cergy-Pontoise,60119
178973,109,Montpellier,66460
63043,43.616666667,Nantes,44550
126484,81.233333333,Tours,72170
115395,75,Bordeaux,16100
13394,16,Grenoble,38330
93802,69,Strasbourg,68370
92268,86,Donzère (reprise uniquement),7140
67098,81,Melun,77320
8023,26,Paris,75002
103008,87.766666667,Brest,22730
66372,51,Annecy,74470
32953,25,Montpellier,34560
110679,79,Clermont-Ferrand,3130
58434,34,Annecy,74460
100396,71,Montpellier,34600
60768,59,Donzère (reprise uniquement),7230
101645,61.966666667,Nantes,49130
164035,96,Tours,18230
95872,78,Montpellier,34240
106721,80,Lille,62990
144396,90,Clermont-Ferrand,23600
125702,88,Bordeaux,16430
63871,43,Metz,54810
105308,69,Reims,51230
143400,92,Bordeaux,17620
163235,112,Nantes,17580
52977,48.133333333,Lorient,22110
46592,31,Avignon,13980
152244,92,Toulouse,65690
2876,15,Sainte-Geneviève-des-Bois,91240
122784,70,Reims,10410
128882,86,Strasbourg,68700
162429,109,Bordeaux,16240
96478,68,Reims,51320
195453,121,Melun,58180
130080,85,Bordeaux,16590
12150,30,Cergy-Pontoise,95810
6746,8,Clermont-Ferrand,63400
43293,37,Aix-en-Provence,84760
16746,19,Caen,14470
121490,82,Cergy-Pontoise,80470
16858,34,Sainte-Geneviève-des-Bois,91560
82926,63,Lille,62910
75817,54,Lille,59214
154834,87,Clermont-Ferrand,19300
191983,125,Toulouse,46100
114773,88,Lille,59212
71126,52.766666667,Rennes,35260
133025,96,Metz,88000
22446,20,Caen,14750
56000,50,Poitiers,86150
37720,26.333333333,Rennes,35720
35175,31.35,Rennes,35580
26128,43,Melun,77720
144516,93,Dijon,89460
1358,2,Strasbourg,67460
182847,107,Bordeaux,32400
101593,81,Lyon,71120
54342,56,Metz,57170
87150,71,Strasbourg,88210
149797,134,Clermont-Ferrand,15310
44657,60,Melun,77515
74928,50,Aix-en-Provence,4800
65165,42,Bordeaux,17150
127380,74,Melun,10300
59927,42,Bordeaux,17130
90548,59,Reims,51800
10400,12,Clermont-Ferrand,63119
16693,18.316666667,Rennes,35135
50207,45,Strasbourg,67920
134410,80,Clermont-Ferrand,19200
42551,39,Clermont-Ferrand,63790
66641,57.85,Tours,41120
42880,35,Grenoble,38490
204687,125,Montpellier,66130
82710,59,Lille,59540
172958,108,Dijon,25380
86605,56,Clermont-Ferrand,3430
40433,30,Grenoble,38830
23506,41,Cergy-Pontoise,60240
191665,109,Bordeaux,64100
39570,31,Caen,14270
134500,91,Melun,89144
3571,4,Toulon,83130
63848,46.6,Brest,29510
93697,71,Lille,59460
107883,89,Metz,8370
68452,64.966666667,Tours,72510
57362,43,Lille,62860
80316,48.916666667,Nantes,49100
131486,86.6,Les Ulis,61260
59528,48.616666667,Saint-Germain-en-Laye,28410
35523,35,Montpellier,34380
65633,42,Lille,59141
42949,38,Lille,62136
164217,101,Aix-en-Provence,5230
78127,76,Donzère (reprise uniquement),30160
10604,29,Bordeaux,33400
17118,35,Melun,77210
170715,114,Metz,88290
40942,41,Lyon,69210
156679,88,Bordeaux,17300
96978,70,Nantes,79150
134848,85,Strasbourg,68780
40709,31,Strasbourg,67250
181659,117,Clermont-Ferrand,19260
81250,58.133333333,Nantes,44410
19257,37,Melun,77111
61314,54,Lyon,1310
12987,31,Lille,59130
134191,83,Toulouse,47220
125440,90,Toulouse,47340
114141,73,Rouen,80270
160542,120,Bordeaux,24540
30881,30,Rouen,76580
36753,34,Strasbourg,67150
174544,102,Bordeaux,32460
7955,10.683333333,Lorient,56100
178907,129,Toulouse,66120
37773,31,Nantes,85660
27447,25.4,Nantes,44690
62927,47.083333333,Rennes,35130
136914,88,Metz,88380
41987,33,Toulouse,31540
61457,58,Donzère (reprise uniquement),7110
35239,34.733333333,Nantes,44520
150866,87,Clermont-Ferrand,18200
254658,168,Toulouse,64570
5602,24,Sainte-Geneviève-des-Bois,91360
55944,34,Lille,62199
100986,65,Rennes,50740
25913,21.25,Rennes,35140
101785,73,Toulouse,46230
25701,26,Avignon,84850
132652,83.283333333,Caen,72670
14424,12,Clermont-Ferrand,63960
154330,104,Bordeaux,47150
120161,73,Lille,62610
49821,41.333333333,Nantes,44260
157115,99,Dijon,89430
85821,69,Nantes,85270
11902,30,Lille,59370
20757,20.916666667,Nantes,44880
159213,91,Montpellier,66440
48953,39,Lille,59770
59095,58,Tours,72440
80419,51,Lille,59240
27624,44,Paris,95680
74556,59,Melun,77151
18714,16,Aix-en-Provence,13700
39243,28,Annecy,74380
70664,47.833333333,Nantes,49620
66072,49,Clermont-Ferrand,63880
122804,70,Clermont-Ferrand,3380
95182,56,Dijon,25480
36171,25,Lille,62800
19839,17,Avignon,84260
97307,58,Toulouse,11600
93987,58,Rennes,50320
8023,26,Paris,75016
39065,55,Melun,77163
42317,42,Grenoble,73670
64516,48,Toulouse,31370
151348,103,Dijon,58500
70642,50.95,Nantes,44600
22165,21,Lille,62790
94210,85,Clermont-Ferrand,15210
160348,113,Clermont-Ferrand,12420
185434,114,Toulouse,46200
15619,33,Paris,94130
30260,27,Annecy,74560
140267,89,Lille,62179
43115,34,Dijon,21130
121052,79,Nantes,85450
55854,53,Avignon,30580
81789,51.983333333,Nantes,49080
16390,19,Montpellier,34990
187560,108,Toulouse,64420
23917,22,Caen,14210
54742,36,Metz,54590
29499,46,Lille,59166
82739,72,Bordeaux,33220
28955,22,Lille,59950
161925,97,Strasbourg,90300
18826,24,Donzère (reprise uniquement),26160
69475,49,Metz,57980
49766,33.7,Lorient,56610
142052,86,Dijon,52110
101434,87,Annecy,73710
127736,78,Les Ulis,45150
138871,89,Strasbourg,90360
155983,107,Nantes,17740
32866,26,Metz,57330
9281,27,Melun,77590
57479,46,Montpellier,13460
135923,92,Strasbourg,68550
80533,64.583333333,Rennes,53120
34696,51,Paris,77600
84402,65,Strasbourg,57670
55621,43,Lyon,42152
58852,43.866666667,Rennes,22100
121810,72,Bordeaux,17100
46399,44,Caen,50810
72138,53,Dijon,21230
45816,37,Lille,59234
74857,54,Cergy-Pontoise,60360
41430,36,Nice,6420
52634,45,Caen,50680
22670,20,Grenoble,38920
68163,46,Lyon,69115
51246,46,Reims,2340
237815,154,Bordeaux,64640
168003,111,Metz,88370
11890,10,Nice,6270
122584,90,Toulouse,46260
47957,35,Aix-en-Provence,13110
140282,93,Bordeaux,16230
80752,69,Lyon,42540
116164,74,Cergy-Pontoise,80090
59000,40,Poitiers,86270
10834,9,Caen,14790
18323,36,Sainte-Geneviève-des-Bois,91610
95192,72,Annecy,39200
44332,47,Donzère (reprise uniquement),26400
69280,50.083333333,Lorient,22530
51565,32,Aix-en-Provence,13830
12603,13,Clermont-Ferrand,63111
60431,43,Lille,59282
75706,58.183333333,Rennes,53190
84039,56.016666667,Lorient,22210
82571,61,Lyon,42490
122886,80.883333333,Brest,22290
91455,65,Toulouse,11390
163374,93,Bordeaux,17450
149602,89,Montpellier,66420
131869,85,Clermont-Ferrand,42460
12568,30,Paris,91320
127329,101,Toulouse,32100
39698,34,Avignon,13520
18198,18,Strasbourg,67270
11483,11,Metz,57535
