NEAREST_AGENCY_DISTANCE,NEAREST_AGENCY_DUREE,NEAREST_AGENCY_LABEL,ZIP_CODE
72726,81.283333333,Cergy-Pontoise,27810
35506,52,Lyon,69650
153183,89,Dijon,25260
43976,42,Dijon,21170
71047,52,Lille,62550
32090,21,Toulon,83740
95351,72.4,Nantes,44420
24351,19,Montpellier,34400
162834,129,Toulouse,46320
120612,81,Bordeaux,24100
17077,35,Saint-Germain-en-Laye,78360
98838,63,Paris,60162
7934,13.3,Rennes,35830
145648,133,Grenoble,5380
82769,51,Reims,8000
19515,23,Montpellier,34790
81842,57,Toulouse,81170
90484,59.266666667,Rennes,53470
107404,75,Nantes,85320
55077,40,Metz,54960
40509,25,Annecy,74240
123127,73,Nantes,85370
3992,19,Paris,94270
63123,45,Lille,59198
59414,41,Mougins,83300
71730,69,Avignon,13200
86830,53,Lyon,1440
30000,47,Paris,95330
30441,30,Reims,51490
40672,35,Toulouse,82170
25662,29,Mougins,6780
78349,64.05,Lorient,29690
28554,25.333333333,Lorient,56330
12557,30,Toulouse,31200
38310,35,Toulouse,31530
13125,31,Sainte-Geneviève-des-Bois,91340
155449,100,Bordeaux,16510
116239,87.116666667,Caen,53370
119419,84,Bordeaux,16410
144459,105,Montpellier,12430
102097,90,Clermont-Ferrand,23480
115145,111,Donzère (reprise uniquement),43420
23330,19,Toulon,83110
79313,60,Toulouse,81440
52456,38,Caen,14700
163243,101,Bordeaux,24580
65272,55.266666667,Nantes,44210
30762,28,Reims,8190
69232,50,Cergy-Pontoise,60930
82271,69,Tours,36360
24078,20,Strasbourg,67113
36379,32,Rouen,76190
14940,16,Avignon,13570
182841,112,Bordeaux,19520
13558,13,Metz,57255
106035,83,Lille,2630
147811,104,Toulouse,46160
18490,36,Melun,77127
43986,35,Aix-en-Provence,84160
96391,82,Annecy,73350
81381,53,Montpellier,34490
90898,57,Rouen,80140
36000,35,Poitiers,79800
25982,21,Aix-en-Provence,13014
17811,35,Saint-Germain-en-Laye,78370
64718,49,Metz,54270
3682,18,Paris,94230
30848,25,Donzère (reprise uniquement),30130
118321,73,Rouen,80860
185711,130,Bordeaux,24450
99933,64,Lille,59153
115886,72,Cergy-Pontoise,80730
135374,97,Lille,62830
128009,104.316666667,Brest,22820
135445,92.816666667,Caen,61400
51848,48,Grenoble,73160
76325,49,Caen,50750
172938,102,Montpellier,66670
60911,50,Lyon,42410
42453,26,Strasbourg,67790
99697,73,Bordeaux,16390
80462,73.35,Tours,49430
28768,32,Nice,6620
16519,15,Lille,59262
79127,66,Lille,62760
12103,9,Strasbourg,67720
63849,39,Caen,14350
114842,73,Lille,2640
82648,60.583333333,Nantes,49190
66750,45,Caen,14360
83672,72,Grenoble,5480
11953,30,Sainte-Geneviève-des-Bois,91000
108679,83,Reims,10330
9887,28,Melun,77176
95866,69,Bordeaux,16620
77481,59.95,Saint-Germain-en-Laye,27770
57216,45,Reims,2880
15874,34,Paris,93110
93467,62,Metz,54290
182512,115,Clermont-Ferrand,19370
138334,88,Reims,10270
101232,65,Reims,77750
18965,14,Avignon,13550
105620,68,Dijon,52340
151195,106,Dijon,25650
99187,78,Reims,2830
69500,50,Metz,54510
118617,74,Les Ulis,45430
17421,35,Saint-Germain-en-Laye,78410
70053,48.566666667,Rennes,35780
14277,15,Montpellier,34430
113873,65,Reims,77100
48232,35.983333333,Lorient,29910
17957,35,Paris,93800
105140,64,Strasbourg,68190
75004,50,Rouen,76340
59005,39,Metz,54100
48028,36,Lille,59114
61950,48,Caen,14410
79851,68,Clermont-Ferrand,63330
50518,36,Reims,51520
88552,69.816666667,Caen,61490
66173,48.133333333,Tours,72360
44280,39,Metz,57550
56740,41.266666667,Lorient,29370
69710,50,Strasbourg,67390
91555,60,Montpellier,34620
117126,97,Lyon,71610
131724,109,Tours,36330
107675,76,Reims,2260
139371,79,Rouen,80620
120713,82.233333333,Caen,61380
161569,119,Strasbourg,88560
117556,78,Clermont-Ferrand,15430
33881,34,Toulouse,81500
166240,102,Strasbourg,90350
92098,82,Tours,28200
103011,64,Metz,55270
6322,12.066666667,Brest,29490
234728,135,Clermont-Ferrand,87640
241787,154,Toulouse,64660
70197,49,Strasbourg,57850
42231,29,Caen,14260
61850,57,Annecy,1510
120338,71,Strasbourg,68110
38893,28.666666667,Lorient,56950
14816,33,Melun,77630
57431,37,Lille,62232
135923,92,Strasbourg,68690
155420,88,Montpellier,66430
177488,109,Toulouse,64460
54153,51.066666667,Saint-Germain-en-Laye,27750
11565,10,Toulon,83100
43427,37.183333333,Rennes,22630
117139,81,Reims,2450
19129,37,Paris,93250
8023,26,Paris,75007
93980,65,Melun,89410
52774,41,Toulouse,31390
59222,39.1,Tours,41260
43741,36,Montpellier,30730
27587,17,Toulon,83660
40724,35,Nantes,85610
16069,18.583333333,Lorient,56700
105027,68,Rennes,50610
92475,60,Toulouse,81130
77647,55,Rouen,78980
45651,38,Lille,59299
5155,5,Rouen,76100
12991,13,Annecy,74570
11750,30,Lyon,69009
11935,16,Metz,57111
12519,16,Nice,6300
112881,72,Dijon,71710
34093,33,Donzère (reprise uniquement),26770
79274,55,Lyon,26210
29657,28,Clermont-Ferrand,63310
18302,36,Paris,78150
103013,58,Dijon,39140
68489,52.016666667,Rennes,53220
14245,32,Lille,59700
159929,121,Toulouse,24550
134392,110,Strasbourg,88250
55815,37,Lille,62144
8681,13.05,Rennes,35132
112342,65.283333333,Tours,72450
92204,82,Bordeaux,24240
120756,80,Bordeaux,16370
41000,43,Nemours,77126
148953,123,Toulouse,32160
45612,38,Clermont-Ferrand,63320
3243,4,Grenoble,38100
7467,12.5,Brest,29480
115247,80,Metz,54129
132994,79,Bordeaux,24000
35027,27,Avignon,13660
19916,22,Aix-en-Provence,13127
73150,55,Lyon,42100
44761,40,Clermont-Ferrand,63820
58000,38,Poitiers,86220
24249,18,Lyon,38070
14646,32,Les Ulis,78530
21820,39,Paris,93160
45572,30,Metz,54940
82538,70,Nantes,85550
119890,77,Melun,89000
28790,21,Caen,14680
153319,111,Montpellier,12480
48453,39,Toulouse,82370
101441,63.916666667,Les Ulis,28240
93431,57,Toulouse,11620
104802,78,Lyon,43600
145029,101,Melun,89560
111905,75,Rouen,80960
119742,78,Bordeaux,16160
156374,101,Tours,18700
62393,56,Toulouse,81570
98390,73.916666667,Brest,29790
109610,77,Caen,50270
50275,35,Bordeaux,33380
16849,15,Caen,14840
147191,96,Clermont-Ferrand,71140
7301,10,Grenoble,38600
48680,48,Grenoble,38350
39570,42,Nice,6710
103234,65.1,Brest,22310
88834,86,Avignon,13230
58265,48,Toulouse,31550
91338,58,Strasbourg,57810
105807,78,Melun,45570
24000,23,Poitiers,86380
77542,46,Reims,8410
32467,26,Rouen,76890
46161,34,Lyon,69560
65309,43,Strasbourg,67290
66574,45,Bordeaux,16360
77301,55,Annecy,1410
59621,46.966666667,Rennes,53540
65126,39,Annecy,74300
131153,89,Dijon,25800
163692,90,Dijon,25400
56015,44,Lille,59252
66801,47.1,Lorient,56420
74624,50.116666667,Nantes,49170
84197,51.7,Nantes,49460
24679,23,Aix-en-Provence,13790
110638,74,Cergy-Pontoise,80710
58881,40.633333333,Lorient,56890
125097,85.7,Caen,61560
44284,35,Lyon,69440
72736,59,Montpellier,34650
190468,111,Montpellier,66400
43029,45,Metz,54111
71792,54,Toulouse,81300
40422,33,Lille,59135
29786,25,Tours,37510
72350,66,Toulouse,81100
81329,48,Caen,50620
102513,86,Lille,80780
126929,77,Rouen,80135
181952,128,Bordeaux,17310
48045,45,Toulon,83570
79164,63,Dijon,71360
15111,19,Donzère (reprise uniquement),7220
26776,33,Aix-en-Provence,13126
110225,71,Bordeaux,33840
114074,91,Donzère (reprise uniquement),7310
59019,38,Montpellier,34630
88958,72,Lyon,42630
175780,106,Montpellier,66620
32474,36,Annecy,74210
224330,136,Bordeaux,64310
4003,6,Strasbourg,67206
38000,38,Poitiers,86320
37878,28,Lille,59287
51106,43,Lyon,38122
33283,24,Cergy-Pontoise,60230
113428,81,Montpellier,34360
119148,75,Bordeaux,16710
94990,59,Toulouse,81450
8915,27,Lille,59000
11994,12,Rouen,76150
122506,72,Reims,10000
25992,19,Aix-en-Provence,13180
21624,22,Clermont-Ferrand,63350
134857,80,Dijon,10200
67704,59,Montpellier,30720
28368,26,Lille,59480
114024,69,Melun,10350
68892,45.05,Nantes,44780
54817,35,Lyon,1500
15981,15,Donzère (reprise uniquement),26200
18260,36,Lyon,69110
97351,64,Rouen,76117
58703,46,Lille,62123
114352,88,Lille,59132
114994,72.683333333,Nantes,49320
50602,66,Sainte-Geneviève-des-Bois,91670
18539,23.516666667,Brest,29280
141638,88.283333333,Tours,72130
49224,40.333333333,Rennes,35330
56092,36,Metz,57800
14004,15.466666667,Nantes,44240
85924,54,Rouen,76620
25108,18,Strasbourg,67850
14550,32,Paris,92250
48086,37.6,Saint-Germain-en-Laye,27200
74126,50,Strasbourg,68980
20574,24,Annecy,74410
62544,50.516666667,Rennes,53380
26363,26,Montpellier,34270
52353,48,Nice,6380
133877,104,Toulouse,47500
75653,52,Dijon,25170
53794,41,Lyon,38370
15098,33,Paris,94290
74667,52,Lille,59470
108293,84,Nantes,79320
26146,25,Reims,51140
111149,78,Bordeaux,17132
29542,23,Bordeaux,33500
79907,58,Metz,54123
25207,42,Saint-Germain-en-Laye,78711
55629,40,Lille,62150
14304,32,Paris,92600
4003,6,Strasbourg,67207
26531,25,Reims,51400
205738,127,Montpellier,66290
161001,96,Dijon,25750
87161,59,Toulouse,81380
10415,9,Strasbourg,67201
140008,122,Grenoble,5310
65409,45,Toulouse,11150
9085,9,Tours,37700
11015,11,Metz,57855
129019,76,Toulouse,65300
47333,34,Lille,62172
86240,67,Paris,60123
119760,74,Lille,2520
77266,62,Melun,51310
55873,45.466666667,Lorient,29270
174167,114,Toulouse,32230
72279,50,Lille,59400
94469,80,Toulouse,32260
44885,60,Paris,60128
15361,19,Grenoble,38170
91975,74,Aix-en-Provence,4500
90954,80,Nice,6430
80908,59,Reims,2470
12555,8,Annecy,74600
108037,70,Lyon,71460
93009,61,Annecy,74480
19258,18,Avignon,13630
64000,40,Poitiers,37800
112064,77,Caen,50330
162331,100,Bordeaux,79210
32117,33,Grenoble,38380
40694,32,Dijon,21550
51854,32.85,Saint-Germain-en-Laye,27950
21819,19,Lille,62440
59538,48,Lille,59189
29523,27,Caen,14370
251115,142,Clermont-Ferrand,87170
25982,21,Aix-en-Provence,13003
26478,23,Bordeaux,33240
164122,102,Dijon,70240
47791,32.533333333,Lorient,56300
68916,50,Metz,54870
194006,119,Tours,18520
41489,37,Toulon,83820
31028,27.95,Nantes,44118
82379,50,Rouen,80220
96806,63,Lille,80240
33935,30.133333333,Rennes,35113
86915,62.683333333,Tours,72230
100208,75,Grenoble,5250
64196,45,Mougins,83200
78120,79,Donzère (reprise uniquement),30960
46770,38,Toulouse,82600
15724,21,Lyon,69125
75196,61.233333333,Lorient,29950
15290,33,Paris,92420
19367,23,Reims,51390
143664,91,Toulouse,65230
7458,26,Cergy-Pontoise,95180
73436,56,Lyon,42270
35070,28.95,Nantes,44830
100005,76.616666667,Rouen,27330
23752,19,Donzère (reprise uniquement),84840
7358,11,Mougins,6150
38875,27,Grenoble,38690
162457,141,Grenoble,5560
54411,42,Lille,59269
155303,119,Bordeaux,47210
37198,41.233333333,Rouen,27480
32011,29,Aix-en-Provence,13990
50000,47,Poitiers,86500
70501,54,Lyon,42580
28294,26,Lille,62138
104441,101,Mougins,4330
144798,91,Strasbourg,68130
104403,70,Paris,60170
96489,72,Lyon,43140
71996,93,Montpellier,30120
139129,87,Clermont-Ferrand,18370
37070,27,Lille,62580
89174,61,Cergy-Pontoise,60130
113592,70,Lille,62137
157736,99,Montpellier,12150
75322,45,Lille,59297
71393,43,Caen,50000
155750,95,Strasbourg,90150
66228,45,Annecy,73170
103302,75,Strasbourg,88100
28602,26,Nice,6830
104272,76,Bordeaux,16200
74629,47.966666667,Les Ulis,28630
51635,35,Avignon,13350
145913,131,Grenoble,5200
46833,42.816666667,Rouen,27290
28867,36.983333333,Brest,29259
74748,58,Toulouse,32270
82780,69,Lyon,42810
36595,33,Grenoble,38112
36412,36,Annecy,74910
240054,145,Clermont-Ferrand,87800
35563,27,Lyon,38080
64428,45,Metz,54650
30194,22,Lille,59553
86662,51,Dijon,25770
28287,45,Cergy-Pontoise,95260
78865,52,Donzère (reprise uniquement),26300
55663,58,Annecy,73200
131924,83,Lille,62720
41060,33,Toulon,83340
59703,41,Toulouse,82710
43915,38,Metz,54490
64306,45.233333333,Nantes,44530
62347,42,Lyon,38510
130694,86,Strasbourg,68620
77053,63.15,Nantes,44770
111071,76,Bordeaux,17600
60734,47,Rouen,76460
117936,92,Lille,59610
61170,48,Metz,54220
50625,36,Grenoble,38590
58264,41.05,Saint-Germain-en-Laye,27120
40343,44.866666667,Rouen,27790
10400,12,Rouen,76240
121911,74,Lille,62231
69670,45,Grenoble,26750
116766,98,Donzère (reprise uniquement),43520
48696,39,Strasbourg,67510
48327,32,Dijon,21420
124364,75,Toulouse,47000
116601,78,Clermont-Ferrand,15300
102393,63,Dijon,70190
128335,84,Melun,45360
82198,55,Strasbourg,57560
10914,13.533333333,Lorient,56240
55321,51,Metz,57340
89701,55,Dijon,39230
14226,17,Metz,57640
49356,42.9,Lorient,56560
80734,62,Lille,59127
86027,51.3,Nantes,49770
166552,101,Toulouse,65390
108869,77,Reims,8800
138110,87,Bordeaux,24750
121067,83,Bordeaux,16170
15382,33,Toulouse,31850
11750,30,Lyon,69006
18912,15,Metz,57310
53854,38.983333333,Lorient,56840
33960,50,Sainte-Geneviève-des-Bois,91870
7694,7,Dijon,21121
19367,18.783333333,Rennes,35770
74472,52,Toulouse,82350
97484,57,Dijon,25000
20587,25,Toulon,83390
50414,65,Cergy-Pontoise,60740
58188,51.65,Rouen,27110
44712,33,Lille,59259
111595,67.666666667,Tours,72380
28108,26.733333333,Lorient,56540
45461,61,Saint-Germain-en-Laye,78940
143232,113,Dijon,25510
112578,73,Nantes,85100
63871,43,Metz,54350
26187,43,Toulouse,31820
64785,45,Toulouse,11400
51340,39.133333333,Rennes,35750
88625,64,Lyon,43330
124355,88,Lyon,39270
143646,126,Montpellier,12370
133594,95,Strasbourg,68760
111889,75,Dijon,25960
99807,68,Clermont-Ferrand,15500
36872,27,Montpellier,30920
113064,69,Clermont-Ferrand,3400
84839,59,Strasbourg,68920
44772,28,Annecy,73370
85667,80,Toulouse,81660
18651,36,Cergy-Pontoise,95450
51029,35,Reims,51470
47661,42,Lyon,38440
14265,14,Metz,57685
76316,49,Lille,59284
57902,53.9,Tours,49490
176941,114,Dijon,70270
159122,140,Clermont-Ferrand,87340
139139,89,Toulouse,31440
77613,65,Lorient,22480
49768,33,Metz,54190
171719,120,Bordeaux,24160
111575,84,Toulouse,11300
56188,36,Metz,54920
67325,46,Caen,14600
48783,34,Metz,57740
152227,90,Rouen,62600
94298,59,Toulouse,11290
93279,61,Dijon,52800
31563,22,Metz,57970
94697,68.683333333,Nantes,44740
61407,46,Lyon,42400
52935,52,Clermont-Ferrand,63950
23489,41,Saint-Germain-en-Laye,78390
78941,50,Metz,57145
14353,24,Mougins,6590
5997,24,Saint-Germain-en-Laye,78300
89447,63,Metz,57905
197353,121,Toulouse,65260
144245,92,Lille,62224
47318,31,Aix-en-Provence,13330
135795,98,Nantes,79200
116433,70,Strasbourg,68170
210910,141,Aix-en-Provence,4400
36590,27,Mougins,83480
64522,45,Lyon,38630
62495,42,Dijon,21190
154633,98.8,Tours,61110
104873,63,Les Ulis,45140
44956,41.416666667,Tours,72150
126050,88,Toulouse,9320
123926,91.516666667,Brest,22220
56861,50,Montpellier,30610
75290,58,Strasbourg,67420
101822,73,Bordeaux,16190
108158,66,Clermont-Ferrand,42110
183761,128,Bordeaux,16420
65771,64,Avignon,13104
41443,30,Grenoble,38730
19037,24,Lille,59221
100928,62,Nantes,85430
202222,143,Clermont-Ferrand,87400
23201,19,Avignon,84200
72608,47,Reims,2650
179390,118,Metz,70320
24098,20,Annecy,74540
33529,26,Toulon,83890
185591,110,Bordeaux,79230
9258,9,Strasbourg,67200
3713,13.4,Rennes,35700
22954,17,Aix-en-Provence,13016
8740,10,Montpellier,34000
120089,74,Clermont-Ferrand,23100
86472,72,Lyon,42840
9921,9,Clermont-Ferrand,63360
195645,123,Bordeaux,64520
106467,73.833333333,Rennes,53170
163186,122,Toulouse,9460
47897,31,Avignon,84360
154988,109,Toulouse,12510
112073,91,Lyon,43290
96157,74,Montpellier,30770
78240,71,Tours,36700
144211,88,Melun,10320
20813,21,Tours,37230
9809,9,Caen,14000
142578,90,Clermont-Ferrand,58380
173736,112,Bordeaux,17510
18308,36,Les Ulis,78280
133614,89,Toulouse,9110
50596,42,Dijon,21510
135230,81,Nantes,85240
200668,131,Toulouse,46210
22000,13,Poitiers,86580
31000,35,Poitiers,86480
109950,79,Nantes,85390
128550,81,Metz,88170
28796,26,Aix-en-Provence,13530
127896,86,Montpellier,12100
134243,88,Bordeaux,16330
11746,30,Saint-Germain-en-Laye,78230
124862,116,Grenoble,5100
130140,93,Metz,88700
165406,93,Montpellier,66350
171677,99,Clermont-Ferrand,48100
6136,10,Mougins,6810
14646,32,Les Ulis,78350
37949,29,Cergy-Pontoise,60540
40539,32,Strasbourg,67530
37843,32,Bordeaux,33920
52093,33,Reims,51510
184156,104,Clermont-Ferrand,19150
64657,42,Lyon,69910
76189,52,Metz,57510
71896,49,Lyon,1290
161398,109,Strasbourg,90370
109473,69,Dijon,71200
10131,13,Mougins,6560
31435,26,Aix-en-Provence,13610
21691,26.816666667,Brest,29810
197531,146,Toulouse,12140
18271,13,Metz,57270
186395,105,Clermont-Ferrand,19560
127660,77,Bordeaux,17250
28133,21,Toulon,83150
61236,42,Clermont-Ferrand,43410
227986,140,Toulouse,64870
54479,48,Aix-en-Provence,4220
93995,64,Bordeaux,24410
137212,85,Lille,62280
68074,50,Dijon,52600
116377,83,Bordeaux,17110
84329,65,Grenoble,38970
28366,22,Metz,54780
20042,16,Caen,14860
67337,45.566666667,Rennes,35960
48345,31,Metz,57490
62042,43.316666667,Tours,41000
5971,9,Nice,6700
84938,58,Rouen,76400
26131,23,Donzère (reprise uniquement),7700
13344,31,Paris,94310
121913,78,Nantes,85750
31370,21,Lille,62740
7475,26,Melun,77950
143130,97,Melun,89580
89234,73,Dijon,71400
116343,75,Bordeaux,16000
53033,39,Reims,51700
55607,48,Strasbourg,57230
99769,65,Aix-en-Provence,4350
7569,26,Les Ulis,91620
8023,26,Paris,75006
189282,124,Melun,18320
60725,49,Rouen,76810
159497,93,Montpellier,66240
98920,63,Lille,80131
8000,22,Poitiers,86240
52675,40.233333333,Les Ulis,28230
89507,67,Lille,59245
36162,30,Metz,54640
21859,19.966666667,Rennes,35230
108004,85,Lyon,71740
33772,50,Lyon,69890
2390,3,Rouen,76300
85995,65,Rouen,76111
134077,85,Dijon,52270
49542,33.416666667,Rennes,35290
97865,71,Aix-en-Provence,4410
129495,103,Toulouse,32330
4747,5,Clermont-Ferrand,63000
24337,22,Dijon,21910
103481,68,Caen,50200
87563,67,Lille,59238
30463,25,Nice,6240
11157,29,Saint-Germain-en-Laye,78112
91716,77,Reims,51120
87165,60,Montpellier,30560
31723,23,Lille,62680
139776,102,Bordeaux,47410
215281,130,Toulouse,64370
159559,107,Bordeaux,17560
61473,48,Nantes,85710
61260,39,Bordeaux,33860
71370,49,Lille,59285
181181,104,Montpellier,66490
151972,101,Nantes,17940
10261,17.433333333,Nantes,44300
30032,47,Sainte-Geneviève-des-Bois,91580
20367,16,Metz,57118
93728,64,Caen,50700
47150,39,Caen,14570
112814,78,Lyon,39260
128861,85,Toulouse,65370
208546,141,Bordeaux,87520
25208,42,Paris,93370
91833,93,Montpellier,30122
62863,44,Aix-en-Provence,83119
61231,41,Montpellier,34120
10517,12,Avignon,84370
28000,34,Poitiers,86700
82373,61,Lyon,69860
71575,66,Montpellier,30570
137237,87,Bordeaux,40370
13242,17,Grenoble,38240
15014,14,Clermont-Ferrand,63115
2375,5.833333333,Brest,29200
97237,70,Metz,54740
31963,48,Paris,77270
173379,137,Clermont-Ferrand,15130
65290,44.85,Tours,41350
70832,45.483333333,Nantes,49370
17000,16,Nemours,77890
52375,35,Lille,59156
79272,63.733333333,Saint-Germain-en-Laye,27320
56747,44.433333333,Nantes,44580
77945,55.916666667,Rennes,44460
48682,41,Strasbourg,67190
15608,33,Paris,92700
12690,12,Reims,51110
38333,31.666666667,Nantes,44140
115373,92.183333333,Brest,29770
218702,132,Toulouse,64290
9307,11,Montpellier,34170
140236,89,Rouen,62180
15066,33,Saint-Germain-en-Laye,78430
11068,29,Paris,94600
118640,69,Reims,10150
17307,35,Lille,59170
95325,70,Lyon,7290
164127,115,Nantes,17410
126867,127,Montpellier,12360
209555,125,Bordeaux,64410
120092,74,Rouen,80970
10834,29,Bordeaux,33700
160763,112,Dijon,25500
139084,102,Dijon,25160
118226,69,Dijon,52140
61860,45.083333333,Nantes,49510
111103,70,Strasbourg,68270
5202,24,Cergy-Pontoise,95520
84801,64.85,Caen,61800
37398,32,Grenoble,38140
8023,26,Paris,75013
15258,13,Avignon,84170
94222,60,Rouen,76930
16822,14.533333333,Lorient,56690
8745,9,Donzère (reprise uniquement),26290
143304,90,Clermont-Ferrand,58240
50391,32,Montpellier,30132
50275,32,Aix-en-Provence,13470
126163,87,Dijon,25840
83173,75.866666667,Poitiers,49260
69100,54.55,Lorient,29520
42076,26,Donzère (reprise uniquement),7250
36440,28,Montpellier,30310
74365,46,Dijon,71150
140891,103,Bordeaux,17390
40764,31,Montpellier,34150
137144,126,Clermont-Ferrand,87470
98728,56,Les Ulis,45770
90876,86,Dijon,70000
99052,79,Tours,36600
59659,52,Toulon,83990
103142,73,Clermont-Ferrand,42155
116068,106,Annecy,73640
68536,65,Donzère (reprise uniquement),7260
41402,49,Donzère (reprise uniquement),7150
147790,97,Toulouse,31110
80031,57.416666667,Rouen,27300
50869,35,Lille,59172
82352,56,Lille,80810
94676,64,Reims,8350
121685,75,Clermont-Ferrand,15390
10604,10,Rouen,76230
53826,38,Toulon,13260
196522,128,Toulouse,46400
20727,38,Cergy-Pontoise,95840
94562,65,Lyon,1580
105189,78,Lyon,43210
132091,74,Reims,10390
97534,78,Reims,60141
14225,15.333333333,Rennes,35131
12885,31,Cergy-Pontoise,95480
18318,36,Lille,59510
86275,72,Bordeaux,24680
117697,87,Lyon,43530
161618,104,Clermont-Ferrand,58490
116532,81,Dijon,71440
114696,73,Toulouse,46090
242318,142,Clermont-Ferrand,87250
108530,83,Reims,8210
86454,56,Rouen,76133
121331,81.25,Tours,41210
55513,40,Montpellier,30820
179995,108,Tours,18390
128174,79,Strasbourg,68790
24863,19,Metz,54660
112367,77,Nantes,79300
100357,59,Clermont-Ferrand,3190
17740,35,Cergy-Pontoise,95690
102052,61,Lille,2430
41624,32.383333333,Brest,29400
118496,95,Annecy,39400
95637,58,Lille,62129
17663,35,Paris,94120
13157,13,Clermont-Ferrand,63112
59603,39,Metz,54135
54974,50,Caen,14170
20593,21,Rouen,76690
70772,47,Lille,59380
51041,39,Rouen,76730
35596,52,Cergy-Pontoise,60590
170258,101,Bordeaux,17730
54440,36,Dijon,21320
77040,66,Nice,6470
11750,30,Lyon,69003
148124,100,Nantes,17000
21258,39,Paris,94420
26356,21,Tours,37250
117255,69,Dijon,52330
136557,136,Montpellier,48240
84116,71,Avignon,4150
191035,138,Bordeaux,87150
111189,70,Lille,2110
26946,22,Montpellier,30240
87499,64.4,Tours,41220
147671,106,Toulouse,46220
120367,76,Dijon,71410
37048,36.6,Brest,29890
42865,27,Lille,62223
77575,62,Cergy-Pontoise,60860
197787,116,Clermont-Ferrand,19360
82712,66,Grenoble,26390
104393,74,Reims,2390
64849,41,Grenoble,38840
74321,59.85,Tours,49730
20400,21,Avignon,84740
17170,19,Strasbourg,67810
117729,78,Bordeaux,16400
58249,39,Metz,57455
114031,75,Clermont-Ferrand,15100
163586,115,Dijon,25300
99654,63,Dijon,39000
82981,56,Strasbourg,68770
19663,37,Paris,93360
53564,36,Annecy,74490
19105,20,Montpellier,34570
93827,62.983333333,Rouen,27570
95500,86,Dijon,21570
56530,71,Cergy-Pontoise,60100
26172,32.216666667,Lorient,56290
107406,65,Rouen,80100
27154,18,Lille,62218
9146,27,Lille,59777
130373,78,Toulouse,46360
17156,35,Paris,94430
257090,142,Clermont-Ferrand,87570
113501,109,Dijon,70800
48000,45,Poitiers,86310
104698,83,Lyon,42670
79000,35,Poitiers,79330
71659,65.033333333,Rouen,27410
46832,43,Sainte-Geneviève-des-Bois,91150
216991,122,Toulouse,64170
157592,101,Bordeaux,17890
91829,60,Reims,77138
40982,31.516666667,Cergy-Pontoise,27420
17524,15,Caen,14850
49536,37,Metz,54380
68195,61,Reims,51270
152788,100,Tours,18120
75795,58.333333333,Lorient,22320
114662,101,Tours,36000
157986,94,Tours,79400
93561,65,Bordeaux,16250
73205,72,Grenoble,26420
91996,66,Clermont-Ferrand,42130
138273,86,Grenoble,73450
11593,14,Montpellier,34830
76546,47,Strasbourg,67430
97739,66,Dijon,71940
24862,42,Paris,77420
69602,52,Dijon,21340
91187,71,Lille,59137
211358,121,Bordeaux,64500
87379,63,Lyon,42160
88732,64,Dijon,21530
89299,79,Reims,8230
56260,44,Grenoble,38580
61531,48,Bordeaux,33760
5827,24,Saint-Germain-en-Laye,78920
26036,21,Clermont-Ferrand,63460
64863,45,Rouen,76540
185685,116,Bordeaux,40300
8023,26,Paris,75004
161179,105,Montpellier,12290
48814,33.95,Rennes,35470
20988,20,Strasbourg,67640
150886,81,Dijon,10140
43735,36,Nantes,85620
201020,119,Clermont-Ferrand,19190
36998,35,Bordeaux,33112
90300,64,Reims,2540
78932,53,Nantes,85140
89522,52,Toulouse,11000
8254,27,Paris,94400
19389,21,Nice,6310
196255,116,Toulouse,64320
79246,74,Toulouse,82120
121529,80,Cergy-Pontoise,80260
12882,15,Strasbourg,67170
26317,43,Lyon,69340
86214,66,Reims,2600
93201,70,Lille,59680
99441,76,Metz,54930
73995,51,Metz,54730
73530,57,Lyon,1230
9258,9,Strasbourg,67100
97952,70,Nantes,85110
19968,14,Strasbourg,67670
95630,67,Caen,50250
111613,90,Reims,59186
112764,66,Dijon,52240
5845,9,Toulouse,31750
89685,57.283333333,Caen,61310
73269,56,Mougins,83111
47848,41,Toulouse,31190
26784,28,Donzère (reprise uniquement),26450
24767,25,Dijon,21310
47215,49,Annecy,73630
95843,64,Paris,60113
118879,71,Strasbourg,68400
69901,47,Lille,59129
99989,63,Strasbourg,68600
99247,73,Lyon,42220
160402,111,Nantes,17630
12130,13,Annecy,74290
181131,130,Toulouse,12320
93089,57,Caen,50450
25397,42,Paris,93190
10678,29,Paris,94700
104975,65,Rouen,80870
32323,34,Aix-en-Provence,13740
146367,87,Nantes,79510
19729,17,Aix-en-Provence,13770
67825,51,Donzère (reprise uniquement),7360
60651,52,Aix-en-Provence,83170
8950,9,Donzère (reprise uniquement),26780
86815,53,Toulouse,9330
12547,15,Aix-en-Provence,13120
136184,88,Toulouse,12160
196240,129,Clermont-Ferrand,48000
18792,36,Toulouse,31170
2329,13,Les Ulis,91440
168433,95,Dijon,25200
91061,67.583333333,Lorient,29980
89727,65.6,Lorient,29720
77569,62,Lyon,69550
110565,72,Bordeaux,16730
114639,82,Toulouse,82140
33739,27,Metz,54790
34309,32,Clermont-Ferrand,63710
6656,8,Toulon,83220
75918,58,Brest,29180
120386,85,Melun,45720
168156,103,Strasbourg,90330
63540,42.4,Tours,41500
65441,45,Lille,59296
130431,85,Dijon,89450
109437,68,Montpellier,11430
68938,51,Grenoble,38940
31423,26,Avignon,13210
