timestamp,latitude,longitude,altitude,heart_rate,power,cadence,speed,temperature,distance
2026-01-15T09:21:41.000Z,,,,,0,22,5.3136,,0.64998
2026-01-15T09:21:42.000Z,,,,,0,0,0,,0.64998
2026-01-15T09:21:43.000Z,,,,,0,0,0,,0.64998
2026-01-15T09:21:44.000Z,,,,,0,0,0,,0.64998
2026-01-15T09:21:45.000Z,,,,,0,0,0,,0.64998
2026-01-15T09:21:46.000Z,,,,,0,0,0,,0.64998
2026-01-15T09:21:47.000Z,,,,,0,0,0,,0.64998
2026-01-15T09:21:48.000Z,,,,,0,0,0,,0.64998
2026-01-15T09:21:49.000Z,,,,,0,0,0,,0.64998
2026-01-15T09:21:50.000Z,,,,,0,0,0,,0.64998
2026-01-15T09:21:51.000Z,,,,,0,0,0,,0.64998
2026-01-15T09:21:52.000Z,,,,,0,0,0,,0.64998
2026-01-15T09:21:53.000Z,,,,,0,0,0,,0.64998
2026-01-15T09:21:54.000Z,,,,,0,0,0,,0.64998
2026-01-15T09:21:55.000Z,,,,,0,0,0,,0.64998
2026-01-15T09:21:56.000Z,,,,,0,0,0,,0.64998
2026-01-15T09:21:57.000Z,,,,,0,0,0,,0.64998
2026-01-15T09:21:58.000Z,,,,,0,0,0,,0.64998
2026-01-15T09:21:59.000Z,,,,,0,0,0,,0.64998
2026-01-15T09:22:00.000Z,,,,,0,0,0,,0.64998
2026-01-15T09:22:01.000Z,,,,,0,0,0,,0.64998
2026-01-15T09:22:02.000Z,,,,,0,0,0,,0.64998
2026-01-15T09:22:03.000Z,,,,,0,0,0,,0.64998
2026-01-15T09:22:04.000Z,,,,,0,0,0,,0.64998
2026-01-15T09:22:05.000Z,,,,,0,0,0,,0.64998
2026-01-15T09:22:06.000Z,,,,,0,0,0,,0.64998
2026-01-15T09:22:07.000Z,,,,,0,0,0,,0.64998
2026-01-15T09:22:08.000Z,,,,,0,0,0,,0.64998
2026-01-15T09:22:09.000Z,,,,,0,0,0,,0.64998
2026-01-15T09:22:10.000Z,,,,,0,0,0,,0.64998
2026-01-15T09:22:11.000Z,,,,,1,0,0,,0.64998
2026-01-15T09:22:12.000Z,,,,,44,34,0.1656,,0.65003
2026-01-15T09:22:13.000Z,,,0.3,,141,46,27.5544,,0.6590499999999999
2026-01-15T09:22:14.000Z,,,0.3,,161,58,29.707200000000004,,0.66741
2026-01-15T09:22:15.000Z,,,0.3,,152,67,28.0548,,0.67576
2026-01-15T09:22:16.000Z,,,0.3,,148,70,27.5436,,0.68247
2026-01-15T09:22:17.000Z,,,0.3,,146,76,28.8468,,0.6890900000000001
2026-01-15T09:22:18.000Z,,,0.3,,112,78,25.4376,,0.69787
2026-01-15T09:22:19.000Z,,,0.3,,71,76,19.458000000000002,,0.70401
2026-01-15T09:22:20.000Z,,,0.3,,50,73,11.372399999999999,,0.70677
2026-01-15T09:22:21.000Z,,,0.3,,59,68,12.535200000000001,,0.7103700000000001
2026-01-15T09:22:22.000Z,,,0.3,,82,66,20.973599999999998,,0.71431
2026-01-15T09:22:23.000Z,,,0.3,,93,65,20.3868,,0.7217
2026-01-15T09:22:24.000Z,,,0.3,,102,65,25.221600000000002,,0.72751
2026-01-15T09:22:25.000Z,,,0.3,,111,66,25.812,,0.73533
2026-01-15T09:22:26.000Z,,,0.3,,116,67,25.1316,,0.7416699999999999
2026-01-15T09:22:27.000Z,,,0.3,,124,70,26.8056,,0.7496200000000001
2026-01-15T09:22:28.000Z,,,0.3,,124,72,26.298,,0.7561
2026-01-15T09:22:29.000Z,,,0.3,,122,74,26.604,,0.76379
2026-01-15T09:22:30.000Z,,,0.3,,114,76,26.3304,,0.77075
2026-01-15T09:22:31.000Z,,,0.3,,95,75,22.4712,,0.77703
2026-01-15T09:22:32.000Z,,,0.3,,92,75,22.384800000000002,,0.7831100000000001
2026-01-15T09:22:33.000Z,,,0.3,,88,74,22.1004,,0.78961
2026-01-15T09:22:34.000Z,,,0.3,,67,71,16.909200000000002,,0.79499
2026-01-15T09:22:35.000Z,,,0.3,,63,67,11.750399999999999,,0.7982899999999999
2026-01-15T09:22:36.000Z,,,0.3,,88,66,19.4724,,0.80344
2026-01-15T09:22:37.000Z,,,0.3,,110,67,25.9128,,0.80979
2026-01-15T09:22:38.000Z,,,0.3,,117,68,25.938000000000002,,0.8169299999999999
