
 7.27335, 170.34262, 1074.40479, -275.51672, -14.58356, 66.59277,  0.17743,  0.44817, -0.70502, -1.12993,  0.18334,  0.00000
 7.89424, 169.72028, 1076.15625, -275.95642, -14.82867, 66.66504,  0.70972,  0.53780, -0.35251, -0.08692, -0.12223, -0.07260
 7.89424, 168.74234, 1074.05444, -276.30817, -14.88994, 66.44824,  0.17743,  0.35854,  1.76254, -0.78226, -0.18334,  0.25409
 8.33774, 168.20889, 1073.70410, -276.48407, -15.19632, 66.55664, -0.08871,  1.07561,  1.76254, -0.60843, -0.24445,  0.03630
 8.33774, 166.69751, 1075.80591, -276.83582, -15.19632, 66.15918,  0.00000,  0.53780,  1.41003, -0.08692, -0.18334,  0.21779
 8.86993, 165.63065, 1073.70410, -277.09961, -15.19632, 66.52051,  0.79843,  0.71707,  0.00000, -0.52151,  0.12223,  0.00000
 9.49083, 164.74158, 1075.45557, -277.36346, -15.13504, 66.37598,  0.08871,  0.53780,  0.35251, -0.69534, -0.06111,  0.00000
 9.40213, 163.76364, 1072.30273, -277.18756, -15.44142, 66.37598, -0.08871,  0.98597, -1.05753,  0.17384, -0.12223, -0.14520
 9.22473, 162.60785, 1072.65308, -277.45135, -15.62525, 66.19531,  0.44357,  0.62744, -1.41003, -0.08692,  0.06111, -0.07260
 9.57953, 161.54099, 1071.60229, -277.89111, -15.62525, 66.23145,  0.17743,  0.71707, -1.05753,  0.08692, -0.06111,  0.00000
10.64392, 160.65195, 1072.65308, -277.89111, -15.74780, 66.44824,  0.35486,  0.71707, -1.05753, -0.43459, -0.12223, -0.03630
10.55522, 159.85181, 1073.70410, -278.59460, -15.87035, 66.30371,  0.08871,  0.44817, -0.70502, -0.34767,  0.00000, -0.03630
10.02303, 159.05164, 1075.45557, -278.77051, -16.05418, 66.23145,  0.17743,  0.80671,  0.35251, -0.26075, -0.18334, -0.07260
10.99872, 157.98477, 1075.10522, -278.94635, -15.74780, 66.23145,  0.44357,  0.80671,  1.76254,  0.17384, -0.06111,  0.14520
11.35352, 157.27353, 1073.35376, -279.56195, -16.29928, 66.52051,  0.00000,  0.71707, -1.05753, -0.26075, -0.12223,  0.03630
11.44221, 155.58435, 1073.70410, -279.03430, -16.36055, 66.23145,  0.17743,  0.71707, -0.35251, -0.43459,  0.12223, -0.03630
10.99872, 154.60638, 1073.35376, -279.64990, -16.48310, 66.08691,  0.26614,  0.44817,  0.00000, -0.52151, -0.12223,  0.07260
11.44221, 154.42856, 1074.75513, -279.64990, -16.54438, 66.33984,  0.44357,  0.62744, -0.35251, -0.08692, -0.12223, -0.03630
10.99872, 153.53952, 1075.80591, -280.00165, -16.66693, 66.48438,  0.53229,  1.07561, -0.70502, -0.43459, -0.18334,  0.07260
11.08742, 152.56155, 1075.45557, -280.61725, -17.03458, 66.41211,  0.00000,  0.44817, -1.05753, -0.08692, -0.06111,  0.14520
11.08742, 152.20593, 1076.15625, -280.61725, -17.15714, 66.59277,  0.26614,  0.80671,  0.00000, -0.43459, -0.06111,  0.25409
11.08742, 151.49469, 1074.75513, -280.52930, -17.34096, 66.62891, -0.53229,  0.53780, -0.35251, -0.26075,  0.06111, -0.03630
11.44221, 151.05017, 1076.50659, -280.96899, -17.52479, 66.41211,  0.00000,  0.44817, -1.05753, -0.08692, -0.06111,  0.10890
11.61961, 150.42783, 1078.95874, -281.14490, -17.58606, 66.52051,  0.70972,  0.62744,  0.35251, -0.08692,  0.06111,  0.03630
10.82132, 150.16110, 1077.55762, -281.40869, -17.95372, 66.62891, -0.08871,  0.35854,  0.35251,  0.17384,  0.12223, -0.10890
11.44221, 149.00534, 1078.95874, -281.40869, -18.13754, 66.84570, -0.08871,  0.53780, -1.05753,  0.00000,  0.24445,  0.14520
11.61961, 148.64972, 1078.95874, -281.76044, -18.19882, 66.59277,  0.08871,  0.62744, -1.41003, -0.60843,  0.12223, -0.07260
11.97441, 148.20520, 1078.95874, -282.37604, -18.26009, 66.91797, -0.08871,  0.53780, -0.35251, -0.08692, -0.24445,  0.14520
11.79701, 147.76068, 1080.36011, -282.46399, -18.99540, 66.77344, -0.17743,  0.89634, -0.70502,  0.08692, -0.12223, -0.03630
11.79701, 147.13834, 1079.65942, -282.63983, -19.05667, 66.91797,  0.35486,  0.71707,  0.00000, -0.34767, -0.12223, -0.07260
12.15181, 147.40506, 1078.95874, -282.46399, -19.05667, 66.88184,  0.44357,  0.17927, -0.35251, -0.60843,  0.06111, -0.10890
11.88571, 147.04944, 1081.06055, -282.46399, -19.17923, 67.09863,  0.26614,  0.80671, -0.35251, -0.26075, -0.12223,  0.03630
11.97441, 145.80475, 1080.36011, -283.16748, -19.30178, 66.95410, -0.26614,  0.62744,  0.00000,  0.08692,  0.18334,  0.07260
11.97441, 145.89365, 1081.41089, -283.60718, -19.60815, 67.13477, -0.08871,  0.71707, -1.76254, -0.08692,  0.36668,  0.03630
11.70831, 145.27133, 1082.46191, -283.16748, -19.60815, 67.13477,  0.00000,  0.53780,  1.41003, -0.43459,  0.18334,  0.07260
11.97441, 145.27133, 1081.41089, -283.43134, -20.15963, 67.24316,  0.08871,  0.71707, -0.70502, -0.34767,  0.06111,  0.07260
13.21620, 144.91571, 1083.86304, -284.66248, -20.34346, 67.06250, -0.08871,  0.80671,  1.76254, -0.26075,  0.18334,  0.03630
13.39360, 144.47116, 1082.11157, -284.48657, -20.46601, 67.31543, -0.70972,  0.71707, -0.70502, -0.78226,  0.06111,  0.10890
13.03880, 144.02664, 1080.71021, -284.75043, -20.15963, 67.20703, -0.44357,  0.80671,  1.05753, -0.26075, -0.06111,  0.25409
13.21620, 143.75992, 1083.51270, -284.75043, -20.28218, 67.45996, -0.08871,  0.08963,  0.35251, -0.52151,  0.18334,  0.00000
13.83710, 143.13760, 1081.76123, -285.01422, -20.40474, 67.35156,  0.08871,  0.62744, -0.70502,  0.00000, -0.12223,  0.00000
14.10320, 143.31540, 1083.86304, -285.45392, -20.95621, 67.60449, -0.17743,  0.17927,  1.05753, -0.60843,  0.12223,  0.10890
14.10320, 142.60416, 1082.46191, -285.45392, -21.07877, 67.31543,  0.08871,  0.62744,  1.76254, -0.26075,  0.18334,  0.03630
13.74840, 142.87088, 1082.46191, -285.62982, -21.20132, 67.35156,  0.00000,  0.53780,  0.70502, -0.08692,  0.06111, -0.03630
14.28059, 142.51526, 1083.16260, -285.62982, -21.32387, 67.49609,  0.17743,  0.98597, -0.35251, -0.43459, -0.06111,  0.00000
14.72409, 142.07074, 1080.36011, -285.45392, -21.75280, 67.64063, -0.17743,  0.98597,  1.05753,  0.26075,  0.06111,  0.03630
15.07889, 141.80402, 1082.11157, -285.62982, -21.63025, 67.49609,  0.17743,  0.80671, -0.70502,  0.08692, -0.30557, -0.10890
14.63539, 142.07074, 1081.76123, -286.33337, -21.99790, 67.35156,  0.62100,  0.62744, -1.05753,  0.08692, -0.12223,  0.10890
14.90149, 141.44839, 1082.11157, -286.68512, -21.87535, 67.35156, -0.17743,  0.62744,  1.05753, -0.69534,  0.24445,  0.03630
14.99019, 141.27057, 1083.51270, -286.86096, -21.87535, 67.38770,  0.53229,  0.44817, -0.35251, -0.43459,  0.12223, -0.14520
16.14328, 141.00388, 1081.06055, -286.59717, -21.93662, 67.35156,  0.62100,  0.80671,  0.70502, -0.34767, -0.24445,  0.00000
15.69978, 141.09277, 1081.76123, -286.86096, -22.05917, 67.42383,  0.35486,  0.53780,  0.35251, -0.43459, -0.06111, -0.07260
15.87718, 140.91495, 1081.41089, -287.03687, -21.87535, 67.20703,  0.26614,  0.71707,  0.35251, -0.17384,  0.12223, -0.14520
16.14328, 140.47043, 1081.76123, -286.77307, -22.30428, 67.24316,  0.08871,  0.71707,  0.35251, -0.26075, -0.06111,  0.03630
16.94157, 140.47043, 1078.95874, -287.12482, -22.42683, 67.31543, -0.44357,  0.08963,  0.35251, -0.17384,  0.18334,  0.00000
16.49808, 140.11481, 1079.30908, -287.03687, -22.36555, 67.24316, -0.08871,  0.71707,  0.00000, -0.17384,  0.00000,  0.07260
17.03027, 139.84808, 1080.71021, -287.56451, -22.18172, 67.17090,  0.79843,  1.07561,  0.35251, -0.08692,  0.18334,  0.03630
17.11897, 140.55933, 1081.76123, -287.12482, -21.81407, 67.02637, -0.08871,  0.71707,  0.35251,  0.08692,  0.00000,  0.00000
17.03027, 140.29263, 1081.76123, -287.74042, -21.93662, 67.13477,  0.26614,  0.44817,  2.11505, -0.26075,  0.18334,  0.10890
17.47377, 140.38153, 1081.76123, -287.47656, -21.93662, 67.06250,  0.35486,  0.89634, -0.70502,  0.08692,  0.30557, -0.03630
17.56247, 139.84808, 1082.46191, -287.38861, -22.36555, 66.99023,  0.26614,  0.62744,  0.35251, -0.26075,  0.00000,  0.10890
17.82857, 140.11481, 1082.81226, -287.91626, -22.18172, 66.73730,  0.00000,  0.89634,  0.00000,  0.08692, -0.12223, -0.10890
17.73987, 140.20370, 1083.16260, -288.18011, -21.99790, 66.55664, -0.08871,  1.43414, -0.35251, -0.69534,  0.00000,  0.07260
18.27206, 140.38153, 1083.51270, -288.35596, -22.30428, 66.77344,  0.44357,  0.17927,  0.35251, -0.34767,  0.06111,  0.10890
18.18336, 140.47043, 1084.91406, -288.00421, -21.99790, 66.70117,  0.26614,  0.80671, -0.70502, -0.34767,  0.06111,  0.03630
18.62686, 140.47043, 1085.26440, -288.44391, -22.24300, 66.66504, -0.17743,  0.62744, -1.41003, -0.52151, -0.30557,  0.10890
18.62686, 140.64825, 1089.11768, -288.26801, -22.12045, 66.52051,  0.62100,  0.80671,  0.35251, -0.17384, -0.30557, -0.07260
19.07036, 141.00388, 1089.11768, -288.88361, -21.87535, 66.44824, -0.08871,  0.89634, -0.70502,  0.00000, -0.06111, -0.10890
19.69125, 141.00388, 1091.57007, -288.61981, -22.18172, 66.37598,  0.26614,  0.62744, -1.41003,  0.00000,  0.06111, -0.07260
19.33646, 141.71512, 1093.32153, -288.79565, -22.18172, 66.41211, -0.08871,  0.89634,  0.00000, -0.34767,  0.12223,  0.00000
19.24776, 141.71512, 1092.27051, -288.44391, -22.36555, 66.23145,  0.35486,  0.62744, -1.05753,  0.17384,  0.12223, -0.03630
19.95735, 141.27057, 1096.47437, -287.91626, -22.12045, 66.19531,  0.00000,  0.80671, -0.35251, -0.26075,  0.24445,  0.03630
19.69125, 142.07074, 1095.42334, -289.05951, -22.12045, 66.15918,  0.17743,  0.80671,  1.05753, -0.34767,  0.36668,  0.14520
19.86865, 142.78198, 1098.92651, -288.97156, -22.61065, 66.30371,  0.35486,  0.98597, -0.35251,  0.17384, -0.06111,  0.00000
19.77995, 143.22650, 1099.62720, -288.97156, -22.24300, 66.01465,  0.00000,  0.44817,  0.00000, -0.26075,  0.06111, -0.07260
20.48955, 143.67102, 1100.67798, -288.44391, -22.24300, 65.87012, -0.26614,  0.35854, -0.70502, -0.34767,  0.36668, -0.14520
20.40085, 143.58212, 1103.83081, -288.61981, -21.93662, 66.05078,  0.35486,  0.98597,  0.35251, -0.60843,  0.12223,  0.00000
